UNITID,Level of Student,Grand Total,Grand Total Men,Grand Total Women
123855,1,108,105,3
123855,4,108,105,3
123916,1,105,32,73
123916,4,105,32,73
123943,1,699,239,460
123943,4,699,239,460
123952,1,643,387,256
123952,2,268,164,104
123952,4,375,223,152
123961,1,53186,24516,28670
123961,2,21909,10749,11160
123961,4,31277,13767,17510
123970,1,779,354,425
123970,4,779,354,425
124113,1,12027,8054,3973
124113,2,12027,8054,3973
124283,1,467,272,195
124283,4,467,272,195
124292,1,407,200,207
124292,2,407,200,207
124487,1,228,101,127
124487,2,187,79,108
124487,4,41,22,19
124681,1,1415,439,976
124681,2,1415,439,976
124706,1,1211,203,1008
124706,2,1211,203,1008
124937,1,1029,326,703
124937,2,1029,326,703
125028,1,19133,8193,10940
125028,2,19133,8193,10940
125037,1,226,78,148
125037,4,226,78,148
125091,1,17059,6991,10068
125091,2,17059,6991,10068
125170,1,10549,4587,5962
125170,2,10549,4587,5962
125231,1,80300,16362,63938
125231,2,13676,2839,10837
125231,4,66624,13523,53101
125310,1,64,16,48
125310,2,64,16,48
125462,1,6761,2984,3777
125462,2,6761,2984,3777
125471,1,22669,8503,14166
125471,2,22669,8503,14166
125499,1,12195,5323,6872
125499,2,12195,5323,6872
125532,1,5407,655,4752
125532,2,5407,655,4752
125718,1,139,128,11
125718,4,139,128,11
125727,1,1340,526,814
125727,2,1340,526,814
125763,1,1974,801,1173
125763,2,1766,735,1031
125763,4,208,66,142
125897,1,1346,644,702
125897,2,1181,569,612
125897,4,165,75,90
126012,1,553,132,421
126012,4,553,132,421
126049,1,389,177,212
126049,4,389,177,212
126076,1,206,206,0
126076,2,206,206,0
126119,1,9319,3529,5790
126119,2,9319,3529,5790
126164,1,98,3,95
126164,2,98,3,95
126182,1,3696,1705,1991
126182,2,2265,1251,1014
126182,4,1431,454,977
126207,1,8895,3680,5215
126207,2,8895,3680,5215
126289,1,15565,6932,8633
126289,2,15565,6932,8633
126359,1,447,34,413
126359,2,447,34,413
126562,1,32857,13735,19122
126562,2,21693,9602,12091
126562,4,11164,4133,7031
126580,1,17001,7869,9132
126580,2,14244,6707,7537
126580,4,2757,1162,1595
126605,1,504,476,28
126605,2,504,476,28
126614,1,40353,22263,18090
126614,2,33059,18304,14755
126614,4,7294,3959,3335
126669,1,13563,4824,8739
126669,2,12178,4430,7748
126669,4,1385,394,991
126678,1,2313,1012,1301
126678,2,2268,1006,1262
126678,4,45,6,39
126687,1,1456,252,1204
126687,2,1456,252,1204
126711,1,8180,3483,4697
126711,2,8180,3483,4697
126748,1,1722,739,983
126748,2,1722,739,983
126775,1,6639,4676,1963
126775,2,5116,3584,1532
126775,4,1523,1092,431
126784,1,211,208,3
126784,2,211,208,3
126818,1,37356,17686,19670
126818,2,28398,13675,14723
126818,4,8958,4011,4947
126827,1,46002,17327,28675
126827,2,39810,14584,25226
126827,4,6192,2743,3449
126863,1,11350,4965,6385
126863,2,11350,4965,6385
126872,1,139,30,109
126872,2,139,30,109
126915,1,380,79,301
126915,2,380,79,301
126942,1,11642,4731,6911
126942,2,11642,4731,6911
126951,1,1634,1525,109
126951,2,1634,1525,109
126979,1,1062,594,468
126979,4,1062,594,468
127060,1,14429,6007,8422
127060,2,6203,2863,3340
127060,4,8226,3144,5082
127158,1,6308,5204,1104
127158,2,6308,5204,1104
127185,1,3743,1781,1962
127185,2,3695,1766,1929
127185,4,48,15,33
127200,1,28074,12160,15914
127200,2,28074,12160,15914
127273,1,275,109,166
127273,4,275,109,166
127316,1,459,51,408
127316,2,459,51,408
127389,1,989,404,585
127389,2,989,404,585
127556,1,10835,4976,5859
127556,2,10650,4907,5743
127556,4,185,69,116
127565,1,24781,11303,13478
127565,2,23944,11100,12844
127565,4,837,203,634
127617,1,1731,593,1138
127617,2,1731,593,1138
127653,1,1081,310,771
127653,2,491,161,330
127653,4,590,149,441
127714,1,1139,651,488
127714,2,1139,651,488
127732,1,2227,904,1323
127732,2,2227,904,1323
127741,1,15950,4976,10974
127741,2,11564,4004,7560
127741,4,4386,972,3414
127778,1,1621,684,937
127778,2,1621,684,937
127820,1,18701,8001,10700
127820,2,18701,8001,10700
127884,1,9562,4576,4986
127884,2,9562,4576,4986
127909,1,11967,6004,5963
127909,2,11905,5979,5926
127909,4,62,25,37
127918,1,10092,3842,6250
127918,2,4755,1984,2771
127918,4,5337,1858,3479
127945,1,1779,517,1262
127945,2,1775,517,1258
127945,4,4,0,4
127954,1,67,10,57
127954,2,20,2,18
127954,4,47,8,39
128106,1,13683,4173,9510
128106,2,5795,2675,3120
128106,4,7888,1498,6390
128151,1,1413,667,746
128151,2,1413,667,746
128179,1,885,673,212
128179,2,885,673,212
128188,1,1479,541,938
128188,2,1479,541,938
128258,1,2259,951,1308
128258,2,2259,951,1308
128328,1,4330,3170,1160
128328,2,4330,3170,1160
128337,1,157,9,148
128337,2,157,9,148
128391,1,4196,2092,2104
128391,2,3571,1889,1682
128391,4,625,203,422
128498,1,1924,579,1345
128498,2,1435,466,969
128498,4,489,113,376
128577,1,2508,1140,1368
128577,2,2508,1140,1368
128586,1,56,56,0
128586,2,56,56,0
128674,1,187,20,167
128674,2,187,20,167
128744,1,6642,2411,4231
128744,2,3945,1363,2582
128744,4,2697,1048,1649
128771,1,13866,6929,6937
128771,2,10873,5807,5066
128771,4,2993,1122,1871
128780,1,2337,732,1605
128780,2,2232,694,1538
128780,4,105,38,67
128896,1,77,20,57
128896,2,77,20,57
128902,1,1922,742,1180
128902,2,1922,742,1180
129002,1,564,332,232
129002,2,564,332,232
129020,1,29683,14396,15287
129020,2,20479,10050,10429
129020,4,9204,4346,4858
129154,1,4973,984,3989
129154,2,4885,962,3923
129154,4,88,22,66
129181,1,1221,1119,102
129181,2,1221,1119,102
129215,1,5714,2383,3331
129215,2,5425,2289,3136
129215,4,289,94,195
129242,1,5887,2243,3644
129242,2,4561,1834,2727
129242,4,1326,409,917
129349,1,322,10,312
129349,2,322,10,312
129367,1,4969,1453,3516
129367,2,4969,1453,3516
129428,1,86,78,8
129428,4,86,78,8
129482,1,650,44,606
129482,2,650,44,606
129491,1,174,83,91
129491,4,174,83,91
129525,1,8861,4180,4681
129525,2,6248,3151,3097
129525,4,2613,1029,1584
129534,1,827,547,280
129534,2,263,152,111
129534,4,564,395,169
129543,1,6761,2479,4282
129543,2,6761,2479,4282
129695,1,8816,3900,4916
129695,2,8816,3900,4916
129729,1,8564,3580,4984
129729,2,8564,3580,4984
129756,1,3854,1574,2280
129756,2,3854,1574,2280
129774,1,736,421,315
129774,2,736,421,315
129808,1,5307,2109,3198
129808,2,5307,2109,3198
129923,1,786,336,450
129923,2,786,336,450
129932,1,968,892,76
129932,2,968,892,76
129941,1,7634,3688,3946
129941,2,5376,2499,2877
129941,4,2258,1189,1069
130004,1,7593,3334,4259
130004,2,7593,3334,4259
130040,1,1815,631,1184
130040,2,1815,631,1184
130110,1,102,28,74
130110,2,102,28,74
130174,1,3956,2255,1701
130174,2,3956,2255,1701
130183,1,17807,5768,12039
130183,2,16459,5300,11159
130183,4,1348,468,880
130217,1,1748,693,1055
130217,2,1748,693,1055
130226,1,11730,4337,7393
130226,2,8026,3129,4897
130226,4,3704,1208,2496
130253,1,10324,3254,7070
130253,2,6533,2292,4241
130253,4,3791,962,2829
130314,1,2907,474,2433
130314,2,1003,132,871
130314,4,1904,342,1562
130396,1,9740,3959,5781
130396,2,9740,3959,5781
130493,1,11492,4294,7198
130493,2,9124,3638,5486
130493,4,2368,656,1712
130509,1,766,43,723
130509,2,766,43,723
130590,1,2396,1182,1214
130590,2,2320,1147,1173
130590,4,76,35,41
130606,1,5777,2479,3298
130606,2,5777,2479,3298
130624,1,1059,920,139
130624,2,1059,920,139
130697,1,3524,1553,1971
130697,2,3261,1435,1826
130697,4,263,118,145
130776,1,6535,2944,3591
130776,2,5808,2758,3050
130776,4,727,186,541
130794,1,14389,6972,7417
130794,2,6748,3319,3429
130794,4,7641,3653,3988
130837,1,65,8,57
130837,2,65,8,57
130873,1,599,48,551
130873,2,599,48,551
130907,1,18762,6726,12036
130907,2,18762,6726,12036
130934,1,5003,1748,3255
130934,2,4569,1596,2973
130934,4,434,152,282
130943,1,25885,11390,14495
130943,2,21190,9093,12097
130943,4,4695,2297,2398
130989,1,1804,800,1004
130989,2,803,362,441
130989,4,1001,438,563
131061,1,192,18,174
131061,2,192,18,174
131098,1,1459,643,816
131098,2,1329,609,720
131098,4,130,34,96
131113,1,20268,6767,13501
131113,2,12413,4359,8054
131113,4,7855,2408,5447
131159,1,16079,6200,9879
131159,2,9034,3531,5503
131159,4,7045,2669,4376
131283,1,6358,2918,3440
131283,2,3410,1606,1804
131283,4,2948,1312,1636
131399,1,5421,2214,3207
131399,2,4959,2031,2928
131399,4,462,183,279
131405,1,131,104,27
131405,4,131,104,27
131450,1,1735,709,1026
131450,2,1228,563,665
131450,4,507,146,361
131469,1,31641,12592,19049
131469,2,13428,5212,8216
131469,4,18213,7380,10833
131496,1,22534,10317,12217
131496,2,8325,3707,4618
131496,4,14209,6610,7599
131520,1,9536,3159,6377
131520,2,6507,2053,4454
131520,4,3029,1106,1923
131803,1,1363,450,913
131803,2,1065,350,715
131803,4,298,100,198
131830,1,47,25,22
131830,2,47,25,22
131876,1,2011,138,1873
131876,2,1526,64,1462
131876,4,485,74,411
131973,1,688,343,345
131973,4,688,343,345
132374,1,4533,3666,867
132374,2,4533,3666,867
132408,1,529,280,249
132408,2,508,261,247
132408,4,21,19,2
132471,1,8509,2975,5534
132471,2,4005,1594,2411
132471,4,4504,1381,3123
132602,1,3962,1482,2480
132602,2,3795,1422,2373
132602,4,167,60,107
132657,1,3751,1823,1928
132657,2,2477,1277,1200
132657,4,1274,546,728
132675,1,289,163,126
132675,2,289,163,126
132693,1,20364,8215,12149
132693,2,20364,8215,12149
132709,1,59756,24225,35531
132709,2,59756,24225,35531
132842,1,1025,163,862
132842,2,200,43,157
132842,4,825,120,705
132851,1,9643,3647,5996
132851,2,9643,3647,5996
132879,1,216,132,84
132879,2,211,128,83
132879,4,5,4,1
132903,1,80378,35778,44600
132903,2,68412,30980,37432
132903,4,11966,4798,7168
132976,1,543,251,292
132976,2,543,251,292
133021,1,2636,1039,1597
133021,2,2636,1039,1597
133155,1,946,404,542
133155,2,946,404,542
133386,1,19532,7605,11927
133386,2,19532,7605,11927
133465,1,1107,185,922
133465,2,916,149,767
133465,4,191,36,155
133492,1,2078,704,1374
133492,2,2078,704,1374
133508,1,21995,8160,13835
133508,2,21995,8160,13835
133526,1,4754,2325,2429
133526,2,4754,2325,2429
133553,1,7156,5514,1642
133553,2,6387,4962,1425
133553,4,769,552,217
133650,1,11100,3969,7131
133650,2,8996,3192,5804
133650,4,2104,777,1327
133669,1,36970,15843,21127
133669,2,30624,13363,17261
133669,4,6346,2480,3866
133702,1,37699,14581,23118
133702,2,37699,14581,23118
133711,1,3239,1093,2146
133711,2,3225,1091,2134
133711,4,14,2,12
133809,1,526,251,275
133809,2,526,251,275
133845,1,1153,122,1031
133845,2,1153,122,1031
133854,1,914,181,733
133854,2,914,181,733
133863,1,792,80,712
133863,2,792,80,712
133872,1,2199,454,1745
133872,2,1674,330,1344
133872,4,525,124,401
133881,1,7311,4766,2545
133881,2,3954,2799,1155
133881,4,3357,1967,1390
133942,1,82,10,72
133942,2,82,10,72
133951,1,72780,30904,41876
133951,2,59764,25822,33942
133951,4,13016,5082,7934
133960,1,1384,609,775
133960,2,1384,609,775
133979,1,1445,563,882
133979,2,1366,548,818
133979,4,79,15,64
133997,1,701,292,409
133997,2,701,292,409
134024,1,165,38,127
134024,2,165,38,127
134079,1,3688,1238,2450
134079,2,3011,1069,1942
134079,4,677,169,508
134097,1,46825,20500,26325
134097,2,36720,16218,20502
134097,4,10105,4282,5823
134112,1,6045,1909,4136
134112,2,6045,1909,4136
134130,1,58749,25958,32791
134130,2,38645,17032,21613
134130,4,20104,8926,11178
134228,1,44,18,26
134228,2,44,18,26
134237,1,27834,19472,8362
134237,2,25521,18219,7302
134237,4,2313,1253,1060
134291,1,912,716,196
134291,2,912,716,196
134307,1,1419,1349,70
134307,2,1419,1349,70
134343,1,6995,2765,4230
134343,2,6995,2765,4230
134495,1,40744,16967,23777
134495,2,40744,16967,23777
134510,1,284,159,125
134510,2,284,159,125
134529,1,301,41,260
134529,2,301,41,260
134574,1,120,36,84
134574,2,120,36,84
134608,1,23553,9321,14232
134608,2,23553,9321,14232
134714,1,228,39,189
134714,2,228,39,189
134811,1,1793,655,1138
134811,2,1716,635,1081
134811,4,77,20,57
134945,1,5413,1831,3582
134945,2,3698,1350,2348
134945,4,1715,481,1234
135081,1,29035,8414,20621
135081,2,26400,7527,18873
135081,4,2635,887,1748
135142,1,453,5,448
135142,2,453,5,448
135160,1,4820,1723,3097
135160,2,4820,1723,3097
135179,1,1175,623,552
135179,2,1175,623,552
135188,1,6356,2384,3972
135188,2,6356,2384,3972
135267,1,1727,1259,468
135267,2,1727,1259,468
135276,1,1246,688,558
135276,2,1246,688,558
135294,1,1448,692,756
135294,2,1448,692,756
135337,1,152,7,145
135337,2,152,7,145
135364,1,1179,855,324
135364,2,364,248,116
135364,4,815,607,208
135391,1,14240,5409,8831
135391,2,14240,5409,8831
135407,1,1504,821,683
135407,2,1504,821,683
135522,1,631,317,314
135522,2,631,317,314
135559,1,110,19,91
135559,2,110,19,91
135610,1,277,105,172
135610,2,175,69,106
135610,4,102,36,66
135647,1,1686,1403,283
135647,2,1686,1403,283
135717,1,86968,37144,49824
135717,2,86968,37144,49824
135726,1,19618,9074,10544
135726,2,12351,5772,6579
135726,4,7267,3302,3965
135735,1,3252,2564,688
135735,2,3252,2564,688
136109,1,289,13,276
136109,2,289,13,276
136145,1,1776,594,1182
136145,2,1776,594,1182
136172,1,20094,8436,11658
136172,2,17135,7480,9655
136172,4,2959,956,2003
136215,1,23729,6768,16961
136215,2,5415,1499,3916
136215,4,18314,5269,13045
136233,1,7691,3128,4563
136233,2,7691,3128,4563
136303,1,1234,456,778
136303,2,1234,456,778
136330,1,4304,1533,2771
136330,2,3290,1231,2059
136330,4,1014,302,712
136358,1,44344,18318,26026
136358,2,44344,18318,26026
136400,1,14892,5781,9111
136400,2,14892,5781,9111
136473,1,13758,5135,8623
136473,2,13758,5135,8623
136491,1,1727,1151,576
136491,2,1727,1151,576
136516,1,15387,5536,9851
136516,2,15387,5536,9851
136659,1,700,379,321
136659,2,700,379,321
136701,1,147,142,5
136701,4,147,142,5
136765,1,664,346,318
136765,2,664,346,318
136774,1,1570,484,1086
136774,2,1570,484,1086
136826,1,1246,816,430
136826,2,1246,816,430
136950,1,3465,1411,2054
136950,2,2789,1133,1656
136950,4,676,278,398
137023,1,690,337,353
137023,2,690,337,353
137032,1,19600,8003,11597
137032,2,14681,6199,8482
137032,4,4919,1804,3115
137078,1,38528,14971,23557
137078,2,38528,14971,23557
137087,1,1955,1015,940
137087,2,1955,1015,940
137096,1,19711,8861,10850
137096,2,19711,8861,10850
137120,1,2245,1453,792
137120,2,2245,1453,792
137209,1,25267,10982,14285
137209,2,25267,10982,14285
137245,1,2636,1338,1298
137245,2,2636,1338,1298
137272,1,79,78,1
137272,2,60,59,1
137272,4,19,19,0
137281,1,9846,3716,6130
137281,2,9846,3716,6130
137315,1,3802,1446,2356
137315,2,3802,1446,2356
137351,1,51808,22819,28989
137351,2,37780,16898,20882
137351,4,14028,5921,8107
137476,1,5428,2178,3250
137476,2,3335,1407,1928
137476,4,2093,771,1322
137546,1,4604,1985,2619
137546,2,3276,1441,1835
137546,4,1328,544,784
137564,1,10672,4472,6200
137564,2,9215,3949,5266
137564,4,1457,523,934
137591,1,576,129,447
137591,2,576,129,447
137713,1,337,124,213
137713,2,337,124,213
137759,1,16760,7623,9137
137759,2,16760,7623,9137
137777,1,25,25,0
137777,2,23,23,0
137777,4,2,2,0
137801,1,444,243,201
137801,2,444,243,201
137847,1,10428,4331,6097
137847,2,9140,3802,5338
137847,4,1288,529,759
137856,1,268,160,108
137856,2,268,160,108
137865,1,595,314,281
137865,2,595,314,281
137953,1,456,254,202
137953,2,427,238,189
137953,4,29,16,13
137962,1,248,126,122
137962,2,248,126,122
138187,1,63755,26840,36915
138187,2,63755,26840,36915
138275,1,1270,648,622
138275,2,1011,545,466
138275,4,259,103,156
138284,1,627,314,313
138284,2,627,314,313
138293,1,751,526,225
138293,2,663,479,184
138293,4,88,47,41
138309,1,15238,2443,12795
138309,2,15212,2442,12770
138309,4,26,1,25
138354,1,16122,6375,9747
138354,2,11932,5117,6815
138354,4,4190,1258,2932
138372,1,1987,1190,797
138372,2,1987,1190,797
138479,1,1535,884,651
138479,2,1535,884,651
138488,1,2004,881,1123
138488,2,2004,881,1123
138497,1,495,318,177
138497,2,495,318,177
138558,1,5402,2226,3176
138558,2,5402,2226,3176
138600,1,1076,9,1067
138600,2,1028,6,1022
138600,4,48,3,45
138655,1,867,616,251
138655,2,867,616,251
138664,1,151,53,98
138664,2,151,53,98
138682,1,4583,1533,3050
138682,2,4583,1533,3050
138716,1,7576,2102,5474
138716,2,7116,1994,5122
138716,4,460,108,352
138761,1,343,135,208
138761,2,343,135,208
138813,1,1828,943,885
138813,2,1828,943,885
138822,1,728,37,691
138822,2,728,37,691
138840,1,5725,2010,3715
138840,2,5725,2010,3715
138868,1,2636,1126,1510
138868,2,2574,1097,1477
138868,4,62,29,33
138901,1,3277,1159,2118
138901,2,3277,1159,2118
138929,1,418,144,274
138929,4,418,144,274
138938,1,355,79,276
138938,2,355,79,276
138947,1,4202,1129,3073
138947,2,3551,915,2636
138947,4,651,214,437
138956,1,6341,2645,3696
138956,2,6341,2645,3696
139144,1,2240,869,1371
139144,2,2029,801,1228
139144,4,211,68,143
139153,1,591,301,290
139153,2,321,170,151
139153,4,270,131,139
139199,1,3672,491,3181
139199,2,2206,226,1980
139199,4,1466,265,1201
139205,1,1035,583,452
139205,2,1035,583,452
139214,1,275,13,262
139214,2,275,13,262
139250,1,4436,1459,2977
139250,2,4436,1459,2977
139278,1,10043,3481,6562
139278,2,10043,3481,6562
139311,1,8550,2550,6000
139311,2,7981,2400,5581
139311,4,569,150,419
139348,1,248,109,139
139348,4,248,109,139
139357,1,4826,1628,3198
139357,2,4826,1628,3198
139366,1,9926,3961,5965
139366,2,7917,3209,4708
139366,4,2009,752,1257
139384,1,7904,2879,5025
139384,2,7904,2879,5025
139393,1,1106,527,579
139393,2,1048,501,547
139393,4,58,26,32
139463,1,5931,2374,3557
139463,2,5931,2374,3557
139506,1,308,143,165
139506,2,308,143,165
139579,1,1546,453,1093
139579,2,615,194,421
139579,4,931,259,672
139621,1,3639,1473,2166
139621,2,3639,1473,2166
139630,1,992,506,486
139630,2,992,506,486
139658,1,16024,6431,9593
139658,2,8026,3158,4868
139658,4,7998,3273,4725
139700,1,7898,3005,4893
139700,2,7898,3005,4893
139719,1,3049,1167,1882
139719,2,2581,1038,1543
139719,4,468,129,339
139746,1,69,19,50
139746,2,69,19,50
139755,1,38951,27468,11483
139755,2,17400,10804,6596
139755,4,21551,16664,4887
139764,1,3646,1138,2508
139764,2,2955,1042,1913
139764,4,691,96,595
139861,1,8066,2934,5132
139861,2,6673,2492,4181
139861,4,1393,442,951
139931,1,30628,13262,17366
139931,2,26545,11989,14556
139931,4,4083,1273,2810
139940,1,40505,16283,24222
139940,2,32031,13057,18974
139940,4,8474,3226,5248
139959,1,42708,18234,24474
139959,2,32548,14154,18394
139959,4,10160,4080,6080
139968,1,4339,1403,2936
139968,2,4339,1403,2936
139986,1,7088,2131,4957
139986,2,7088,2131,4957
139995,1,286,117,169
139995,2,286,117,169
140003,1,477,92,385
140003,2,477,92,385
140012,1,12364,5036,7328
140012,2,12364,5036,7328
140146,1,343,205,138
140146,4,343,205,138
140234,1,1201,537,664
140234,2,961,458,503
140234,4,240,79,161
140243,1,5861,2469,3392
140243,2,5861,2469,3392
140252,1,3494,1612,1882
140252,2,1154,524,630
140252,4,2340,1088,1252
140331,1,15030,6137,8893
140331,2,15030,6137,8893
140340,1,1455,270,1185
140340,2,1333,229,1104
140340,4,122,41,81
140447,1,9767,3482,6285
140447,2,5194,1912,3282
140447,4,4573,1570,3003
140553,1,2441,2405,36
140553,2,2441,2405,36
140562,1,552,215,337
140562,4,552,215,337
140678,1,3668,1391,2277
140678,2,3668,1391,2277
140696,1,1698,617,1081
